date,name,item,amount,category
2025-03-19,Charlie,Train Ticket,36.31,Transport
2025-01-05,Eve,Whole Foods,146.57,Food
2025-02-04,Eve,Grocery Store,107.58,Food
2025-03-17,Heidi,Home Depot,1053.67,Housing
2025-03-20,Alice,Best Buy,601.95,Electronics
2025-02-22,Eve,Amazon - Headphones,757.62,Electronics
2025-01-26,Ivan,Best Buy,855.06,Electronics
2025-02-24,Grace,Internet,2096.81,Housing
2025-03-26,Charlie,Lyft,22.59,Transport
2025-01-29,Ivan,Netflix,76.92,Entertainment
2025-03-03,Ivan,Internet,1487.49,Housing
2025-03-21,Bob,Parking,87.18,Transport
2025-03-31,Eve,Pharmacy,126.47,Health
2025-01-19,Frank,Apple Store,211.17,Electronics
2025-03-22,Alice,Best Buy,206.04,Electronics
2025-01-05,Grace,Spotify,113.35,Entertainment
2025-02-27,Eve,Best Buy,1303.57,Electronics
2025-01-24,Heidi,Newegg,1291.57,Electronics
2025-03-16,Ivan,Doctor Visit,78.88,Health
2025-03-15,Charlie,Chipotle,10.19,Food
2025-02-08,Eve,Doctor Visit,128.43,Health
2025-03-23,Grace,Spotify,64.38,Entertainment
2025-03-17,Frank,Parking,134.28,Transport
2025-02-28,Heidi,Uber,107.81,Transport
2025-01-21,Heidi,Apple Store,87.79,Electronics
2025-02-03,Heidi,Best Buy,467.07,Electronics
2025-02-27,Eve,Apple Store,289.43,Electronics
2025-03-09,Charlie,Apple Store,1136.54,Electronics
2025-03-29,Ivan,Netflix,119.53,Entertainment
2025-03-07,Bob,Parking,7.34,Transport
2025-01-23,Ivan,Gym Membership,75.28,Health
2025-01-17,Heidi,Best Buy,446.92,Electronics
2025-01-20,Alice,Apple Store,264.1,Electronics
2025-01-29,Bob,Chipotle,143.92,Food
2025-02-02,Eve,Starbucks,95.99,Food
2025-03-25,David,Sweetgreen,132.48,Food
2025-03-26,Judy,Uber,72.25,Transport
2025-01-03,Alice,Apple Store,429.64,Electronics
2025-02-19,Judy,Chipotle,58.12,Food
2025-03-26,David,Train Ticket,144.52,Transport
2025-03-30,Grace,Newegg,1102.12,Electronics
2025-01-19,Charlie,Steam,40.71,Entertainment
2025-03-09,Heidi,Sweetgreen,73.51,Food
2025-03-09,Alice,Amazon - Headphones,762.75,Electronics
2025-03-05,Charlie,Concert Ticket,34.36,Entertainment
2025-01-23,Frank,Movie Theater,122.84,Entertainment
2025-01-07,Judy,Amazon - Headphones,984.17,Electronics
2025-03-17,Grace,Concert Ticket,60.74,Entertainment
2025-02-20,Heidi,Parking,65.12,Transport
2025-01-14,Eve,Sweetgreen,95.06,Food
2025-03-30,Heidi,Amazon - Headphones,254.85,Electronics
2025-03-19,Judy,Doctor Visit,10.77,Health
2025-01-19,Alice,Newegg,1448.15,Electronics
2025-03-18,Charlie,Internet,1085.77,Housing
2025-03-06,Charlie,Concert Ticket,97.06,Entertainment
2025-03-01,Charlie,Pharmacy,28.24,Health
2025-01-28,Eve,Steam,90.29,Entertainment
2025-03-26,Heidi,Gym Membership,69.8,Health
2025-03-20,David,Starbucks,19.46,Food
2025-01-20,Heidi,Utility Bill,1265.53,Housing
2025-01-08,Ivan,Gym Membership,114.18,Health
2025-03-17,Heidi,Whole Foods,16.09,Food
2025-03-06,Bob,Apple Store,535.37,Electronics
2025-01-11,Alice,Home Depot,1454.33,Housing
2025-01-15,Heidi,Sweetgreen,116.4,Food
2025-03-04,Heidi,Sweetgreen,61.44,Food
2025-03-03,Charlie,Netflix,130.64,Entertainment
2025-03-15,Ivan,Sweetgreen,17.7,Food
2025-01-02,Grace,Monthly Rent,1918.79,Housing
2025-03-23,Charlie,Gym Membership,104.49,Health
2025-01-28,Ivan,Apple Store,1254.07,Electronics
2025-01-17,Frank,Concert Ticket,110.98,Entertainment
2025-02-08,Frank,Monthly Rent,2344.24,Housing
2025-03-09,Frank,Best Buy,78.97,Electronics
2025-01-27,David,Netflix,37.61,Entertainment
2025-02-17,Judy,Utility Bill,593.33,Housing
2025-03-20,Charlie,Newegg,1186.08,Electronics
2025-03-12,Alice,Netflix,48.79,Entertainment
2025-02-08,Heidi,Monthly Rent,1309.36,Housing
2025-01-13,Charlie,Internet,2134.76,Housing
2025-03-05,Ivan,Parking,52.49,Transport
2025-02-08,Grace,Whole Foods,94.32,Food
2025-03-05,Alice,Best Buy,301.46,Electronics
2025-01-16,Judy,Grocery Store,126.18,Food
2025-02-24,Alice,Lyft,40.43,Transport
2025-03-14,Heidi,Uber,144.52,Transport
2025-03-03,Eve,Utility Bill,2380.24,Housing
2025-02-15,Eve,Amazon - Headphones,704.84,Electronics
2025-03-10,Alice,Pharmacy,5.32,Health
2025-02-05,Grace,Train Ticket,63.84,Transport
2025-03-19,Eve,Sweetgreen,19.68,Food
2025-03-27,Grace,Gym Membership,32.85,Health
2025-01-02,Alice,Gym Membership,142.17,Health
2025-01-29,Alice,Gym Membership,42.94,Health
2025-02-11,Eve,Train Ticket,135.0,Transport
2025-03-02,David,Utility Bill,951.83,Housing
2025-02-03,Frank,Monthly Rent,822.15,Housing
2025-01-05,Eve,Utility Bill,860.76,Housing
2025-01-11,Grace,Internet,1278.97,Housing
2025-02-26,Charlie,Sweetgreen,15.91,Food
2025-02-23,Heidi,Movie Theater,28.64,Entertainment
2025-03-03,Grace,Home Depot,1028.1,Housing
2025-03-21,Alice,Whole Foods,100.09,Food
2025-03-27,Bob,Sweetgreen,128.85,Food
2025-03-17,Eve,Best Buy,261.04,Electronics
2025-01-12,Heidi,Grocery Store,108.29,Food
2025-01-23,Alice,Spotify,114.65,Entertainment
2025-01-26,Bob,Utility Bill,1367.26,Housing
2025-03-02,Charlie,Movie Theater,73.0,Entertainment
2025-02-13,Alice,Concert Ticket,25.33,Entertainment
2025-03-14,Judy,Newegg,653.77,Electronics
2025-01-19,David,Amazon - Headphones,416.05,Electronics
2025-02-13,Alice,Gym Membership,23.61,Health
2025-03-21,Frank,Chipotle,100.16,Food
2025-03-26,Alice,Gas Station,75.01,Transport
2025-02-26,Bob,Amazon - Headphones,1395.36,Electronics
2025-02-19,David,Doctor Visit,82.72,Health
2025-02-15,Charlie,Concert Ticket,99.51,Entertainment
2025-03-11,Grace,Apple Store,335.37,Electronics
2025-01-14,Frank,Pharmacy,143.99,Health
2025-01-03,Judy,Train Ticket,86.85,Transport
2025-01-03,Eve,Movie Theater,55.04,Entertainment
2025-01-17,Judy,Grocery Store,68.42,Food
2025-02-19,Bob,Home Depot,1894.66,Housing
2025-01-21,Grace,Train Ticket,47.82,Transport
2025-01-01,David,Apple Store,152.54,Electronics
2025-03-11,Frank,Lyft,107.93,Transport
2025-01-26,Bob,Newegg,1252.77,Electronics
2025-03-29,Frank,Amazon - Headphones,679.87,Electronics
2025-02-17,Alice,Gym Membership,149.71,Health
2025-02-17,Frank,McDonalds,98.17,Food
2025-03-04,Ivan,Newegg,246.84,Electronics
2025-01-12,Ivan,Apple Store,327.52,Electronics
2025-01-19,Ivan,McDonalds,69.32,Food
2025-03-09,Grace,Doctor Visit,80.23,Health
2025-01-04,Eve,Lyft,113.15,Transport
2025-01-30,Grace,Monthly Rent,975.49,Housing
2025-01-23,Frank,Best Buy,1460.79,Electronics
2025-01-18,Ivan,Train Ticket,114.03,Transport
2025-03-22,Alice,Newegg,971.92,Electronics
2025-03-16,Ivan,Monthly Rent,708.76,Housing
2025-03-06,Grace,Train Ticket,101.11,Transport
2025-03-30,David,Movie Theater,26.46,Entertainment
2025-02-02,Grace,Whole Foods,19.2,Food
2025-02-10,Bob,Concert Ticket,125.07,Entertainment
2025-03-26,Ivan,Doctor Visit,111.97,Health
2025-01-08,Ivan,Newegg,96.65,Electronics
2025-03-18,Alice,Gas Station,40.59,Transport
2025-02-07,Judy,Spotify,55.19,Entertainment
2025-01-15,Frank,Gym Membership,33.74,Health
2025-01-09,Grace,Starbucks,37.96,Food
2025-03-27,Judy,Uber,59.39,Transport
2025-01-03,Alice,Pharmacy,118.73,Health
2025-01-14,Alice,Home Depot,627.26,Housing
2025-02-28,Alice,Doctor Visit,45.88,Health
2025-03-01,Judy,Whole Foods,40.81,Food
2025-02-14,Eve,Apple Store,1184.25,Electronics
2025-03-29,Ivan,Pharmacy,86.98,Health
2025-01-14,Frank,Whole Foods,71.19,Food
2025-02-01,Bob,Concert Ticket,130.58,Entertainment
2025-03-10,Ivan,Movie Theater,39.34,Entertainment
2025-01-06,Grace,Home Depot,1254.72,Housing
2025-03-09,Frank,Spotify,19.52,Entertainment
2025-01-06,David,Chipotle,42.12,Food
2025-03-14,David,Monthly Rent,1630.73,Housing
2025-03-07,Judy,Train Ticket,130.35,Transport
2025-03-23,Grace,Starbucks,75.33,Food
2025-01-15,Alice,Movie Theater,15.42,Entertainment
2025-03-18,Grace,Uber,101.07,Transport
2025-01-22,Ivan,Home Depot,1983.95,Housing
2025-01-01,Heidi,Amazon - Headphones,660.32,Electronics
2025-01-25,Bob,Apple Store,165.58,Electronics
2025-01-10,Charlie,Parking,6.45,Transport
2025-02-14,Alice,Uber,135.04,Transport
2025-02-08,Alice,Netflix,81.4,Entertainment
2025-02-09,David,Doctor Visit,75.97,Health
2025-03-29,Bob,Netflix,40.17,Entertainment
2025-01-15,Bob,Doctor Visit,91.96,Health
2025-03-11,Eve,Concert Ticket,105.04,Entertainment
2025-03-30,Alice,Steam,27.56,Entertainment
2025-02-13,Ivan,McDonalds,145.74,Food
2025-02-08,Charlie,Movie Theater,22.2,Entertainment
2025-02-22,Ivan,Starbucks,18.09,Food
2025-03-04,Judy,Netflix,124.32,Entertainment
2025-01-21,Eve,Grocery Store,15.19,Food
2025-01-17,Charlie,Gas Station,100.74,Transport
2025-01-04,Bob,Newegg,1202.9,Electronics
2025-03-10,Charlie,Lyft,97.21,Transport
2025-01-21,Charlie,Lyft,107.02,Transport
2025-01-18,Charlie,Pharmacy,95.53,Health
2025-01-19,Charlie,Netflix,137.83,Entertainment
2025-03-26,Alice,Lyft,78.87,Transport
2025-02-20,Charlie,Uber,117.26,Transport
2025-03-18,Heidi,Pharmacy,30.25,Health
2025-01-20,Eve,Gym Membership,39.72,Health
2025-01-04,Alice,Lyft,137.32,Transport
2025-01-26,Eve,Concert Ticket,20.03,Entertainment
2025-01-13,Heidi,Amazon - Headphones,481.38,Electronics
2025-01-24,Charlie,Whole Foods,6.61,Food
2025-02-12,Charlie,Monthly Rent,1147.16,Housing
2025-02-20,Judy,Movie Theater,30.06,Entertainment
2025-01-13,Grace,Monthly Rent,673.96,Housing
2025-03-14,Judy,Monthly Rent,1085.15,Housing
2025-03-12,Charlie,Train Ticket,19.46,Transport
2025-02-18,Judy,Gas Station,66.46,Transport
2025-03-03,Bob,Doctor Visit,72.37,Health
2025-01-30,Heidi,Concert Ticket,13.64,Entertainment
2025-02-19,Bob,Home Depot,2391.11,Housing
2025-03-15,Bob,Chipotle,68.69,Food
2025-03-30,Eve,Pharmacy,13.9,Health
2025-03-18,Eve,Monthly Rent,2137.99,Housing
2025-01-02,Ivan,Movie Theater,6.47,Entertainment
2025-01-30,Judy,Spotify,44.11,Entertainment
2025-01-11,Charlie,Gym Membership,79.08,Health
2025-02-13,Eve,Utility Bill,1695.85,Housing
2025-02-26,Bob,Best Buy,391.14,Electronics
2025-02-04,Alice,Utility Bill,1103.37,Housing
2025-03-24,Alice,McDonalds,130.81,Food
2025-01-20,Charlie,Best Buy,1457.86,Electronics
2025-02-18,Alice,Doctor Visit,141.97,Health
2025-01-11,Heidi,Home Depot,1940.05,Housing
2025-03-13,Ivan,Best Buy,528.37,Electronics
2025-02-24,Judy,Concert Ticket,51.73,Entertainment
2025-03-30,Judy,Best Buy,1431.21,Electronics
2025-02-03,Judy,Concert Ticket,64.97,Entertainment
2025-01-20,Grace,Spotify,109.79,Entertainment
2025-01-23,Frank,Train Ticket,108.12,Transport
2025-02-01,Charlie,Apple Store,736.12,Electronics
2025-02-04,Charlie,Starbucks,136.28,Food
2025-01-05,Heidi,Doctor Visit,15.24,Health
2025-03-13,Bob,Apple Store,448.72,Electronics
2025-01-10,Heidi,Train Ticket,5.19,Transport
2025-02-07,David,Monthly Rent,2021.04,Housing
2025-03-29,Alice,Utility Bill,864.83,Housing
2025-02-25,Frank,Best Buy,1256.33,Electronics
2025-01-06,Bob,Grocery Store,120.59,Food
2025-02-05,Eve,Netflix,110.66,Entertainment
2025-01-18,Judy,Monthly Rent,1953.42,Housing
2025-03-08,Judy,Movie Theater,141.88,Entertainment
2025-02-06,Heidi,Utility Bill,1580.47,Housing
2025-02-06,Alice,Best Buy,1276.74,Electronics
2025-01-27,Judy,Steam,142.92,Entertainment
2025-01-19,Bob,Grocery Store,115.48,Food
2025-03-14,Grace,Gas Station,21.83,Transport
2025-03-31,Frank,Chipotle,131.01,Food
2025-02-02,Charlie,Sweetgreen,86.01,Food
2025-01-12,Judy,Grocery Store,146.35,Food
2025-02-14,Grace,Utility Bill,1331.68,Housing
2025-03-28,Heidi,Concert Ticket,43.66,Entertainment
2025-02-26,Frank,Best Buy,1026.18,Electronics
2025-03-03,Ivan,Whole Foods,66.68,Food
2025-01-22,David,Internet,1471.18,Housing
2025-03-10,David,Gym Membership,90.29,Health
2025-01-07,Charlie,Amazon - Headphones,324.16,Electronics
2025-01-02,Charlie,Movie Theater,85.03,Entertainment
2025-02-23,Alice,Whole Foods,112.08,Food
2025-01-06,Charlie,Utility Bill,1208.89,Housing
2025-03-29,David,Apple Store,284.35,Electronics
2025-02-25,Grace,Grocery Store,136.24,Food
2025-03-15,Judy,Sweetgreen,128.07,Food
2025-01-06,Ivan,Lyft,94.84,Transport
2025-03-24,Eve,Doctor Visit,49.13,Health
2025-03-09,Heidi,Doctor Visit,141.98,Health
2025-02-18,Heidi,Grocery Store,27.19,Food
2025-03-14,Judy,Parking,20.79,Transport
2025-03-26,Ivan,Train Ticket,149.59,Transport
2025-01-12,Alice,Gas Station,114.28,Transport
2025-02-12,Eve,Uber,146.34,Transport
2025-02-02,Grace,Pharmacy,147.42,Health
2025-02-16,Frank,Lyft,136.79,Transport
2025-01-27,Frank,Amazon - Headphones,1002.33,Electronics
2025-02-19,Eve,Utility Bill,1336.73,Housing
2025-03-20,Charlie,Pharmacy,5.71,Health
2025-01-25,Eve,Lyft,17.16,Transport
2025-01-24,Bob,Grocery Store,54.21,Food
2025-01-21,Ivan,Netflix,41.54,Entertainment
2025-02-12,David,Steam,144.97,Entertainment
2025-03-17,Ivan,Chipotle,85.03,Food
2025-01-16,Judy,Uber,19.17,Transport
2025-02-16,David,Newegg,145.13,Electronics
2025-02-25,Grace,Movie Theater,84.71,Entertainment
2025-02-09,Eve,Steam,128.93,Entertainment
2025-03-13,Eve,Home Depot,1876.02,Housing
2025-03-27,Ivan,Newegg,602.45,Electronics
2025-02-25,David,Internet,1891.94,Housing
2025-02-25,Charlie,Home Depot,2276.28,Housing
2025-01-07,Charlie,Concert Ticket,26.82,Entertainment
2025-03-02,David,Gas Station,49.5,Transport
2025-03-31,Alice,Best Buy,981.03,Electronics
2025-01-17,Alice,Concert Ticket,72.63,Entertainment
2025-02-19,Heidi,Home Depot,1972.88,Housing
2025-03-20,Eve,McDonalds,63.78,Food
2025-01-08,Frank,Gas Station,23.36,Transport
2025-01-03,Charlie,Sweetgreen,56.19,Food
2025-03-10,Ivan,Internet,2016.81,Housing
2025-02-04,Heidi,Apple Store,736.14,Electronics
2025-03-03,Alice,Grocery Store,101.15,Food
2025-01-25,Charlie,Pharmacy,129.9,Health
2025-03-25,Bob,Starbucks,117.26,Food
2025-03-05,Grace,Best Buy,526.44,Electronics
2025-03-19,Judy,Internet,1887.57,Housing
2025-03-23,Grace,Train Ticket,65.02,Transport
2025-03-21,Grace,Starbucks,37.62,Food
2025-01-07,Grace,Starbucks,25.8,Food
2025-03-01,Charlie,Pharmacy,132.86,Health
2025-02-06,Ivan,Sweetgreen,36.05,Food
2025-02-12,Heidi,Steam,24.57,Entertainment
2025-01-22,Heidi,Train Ticket,62.7,Transport
2025-02-16,Ivan,Train Ticket,107.37,Transport
2025-02-15,Grace,Sweetgreen,137.36,Food
2025-02-07,Bob,Best Buy,1020.92,Electronics
2025-03-21,Charlie,Apple Store,1247.09,Electronics
2025-03-10,Bob,Sweetgreen,46.93,Food
2025-03-13,Frank,Parking,36.66,Transport
2025-01-12,Charlie,Uber,104.77,Transport
2025-03-05,Grace,Whole Foods,57.62,Food
2025-01-02,Charlie,Gym Membership,116.27,Health
2025-03-09,Grace,Gas Station,116.85,Transport
2025-02-06,David,Uber,40.61,Transport
2025-03-07,Charlie,Sweetgreen,25.11,Food
2025-03-06,Alice,Doctor Visit,57.68,Health
2025-03-23,Grace,Pharmacy,57.6,Health
2025-03-23,Heidi,Train Ticket,122.83,Transport
2025-01-06,Bob,McDonalds,55.13,Food
2025-03-21,Frank,Netflix,42.73,Entertainment
2025-02-03,Frank,Pharmacy,127.59,Health
2025-03-09,Alice,Amazon - Headphones,795.63,Electronics
2025-01-09,Bob,Internet,689.03,Housing
2025-02-10,Frank,Pharmacy,97.48,Health
2025-02-15,Alice,Steam,78.77,Entertainment
2025-01-15,Bob,Gas Station,5.52,Transport
2025-03-30,Bob,Utility Bill,1937.43,Housing
2025-01-30,Judy,Gym Membership,55.13,Health
2025-02-22,Frank,Best Buy,938.4,Electronics
2025-02-11,Bob,Train Ticket,88.13,Transport
2025-02-22,Alice,Pharmacy,73.16,Health
2025-01-30,Alice,Gym Membership,118.36,Health
2025-03-24,Judy,Home Depot,1863.48,Housing
2025-03-15,Frank,Monthly Rent,2021.72,Housing
2025-02-02,Heidi,McDonalds,102.28,Food
2025-02-14,Judy,Spotify,55.43,Entertainment
2025-02-05,Bob,Amazon - Headphones,652.48,Electronics
2025-01-14,Ivan,Lyft,144.03,Transport
2025-02-23,Bob,Home Depot,1536.47,Housing
2025-01-11,Alice,Gym Membership,136.72,Health
2025-02-22,Charlie,Train Ticket,137.14,Transport
2025-02-28,Alice,Uber,144.0,Transport
2025-02-01,Ivan,Gas Station,23.4,Transport
2025-03-09,Alice,Train Ticket,56.82,Transport
2025-03-29,Charlie,Spotify,120.79,Entertainment
2025-01-11,Ivan,Gym Membership,138.6,Health
2025-03-20,Frank,Sweetgreen,36.07,Food
2025-01-10,Alice,Apple Store,379.82,Electronics
2025-03-12,Alice,Starbucks,17.19,Food
2025-01-14,Alice,Apple Store,1106.16,Electronics
2025-01-04,Ivan,Train Ticket,97.57,Transport
2025-03-14,Charlie,Netflix,24.67,Entertainment
2025-03-13,Heidi,Gym Membership,82.6,Health
2025-02-24,Bob,Doctor Visit,51.67,Health
2025-03-18,Heidi,Lyft,134.81,Transport
2025-03-01,Ivan,Spotify,142.3,Entertainment
2025-01-15,Grace,Steam,55.44,Entertainment
2025-02-02,Grace,Grocery Store,29.06,Food
2025-02-28,Heidi,Monthly Rent,2448.4,Housing
2025-02-26,Eve,Doctor Visit,85.77,Health
2025-02-07,Ivan,Grocery Store,82.0,Food
2025-03-09,Alice,Internet,658.9,Housing
2025-03-27,Grace,Utility Bill,1706.42,Housing
2025-03-23,Heidi,Chipotle,136.92,Food
2025-02-27,Frank,Gym Membership,149.55,Health
2025-03-22,Ivan,Chipotle,78.2,Food
2025-01-16,Charlie,Newegg,1132.11,Electronics
2025-03-22,Ivan,Uber,61.83,Transport
2025-01-25,Grace,Pharmacy,110.75,Health
2025-01-29,Charlie,Best Buy,86.35,Electronics
2025-02-09,Grace,Concert Ticket,20.15,Entertainment
2025-01-19,Eve,Home Depot,898.82,Housing
2025-03-19,Grace,Spotify,131.02,Entertainment
2025-02-19,Eve,Home Depot,2122.87,Housing
2025-01-27,Bob,Whole Foods,38.11,Food
2025-03-04,Bob,Movie Theater,125.41,Entertainment
2025-02-06,Alice,Spotify,124.85,Entertainment
2025-03-27,Frank,Parking,135.55,Transport
2025-01-07,Judy,Best Buy,598.97,Electronics
2025-01-21,Judy,Movie Theater,129.03,Entertainment
2025-02-09,David,Concert Ticket,48.28,Entertainment
2025-03-06,David,Movie Theater,116.85,Entertainment
2025-01-20,Ivan,Monthly Rent,1772.22,Housing
2025-03-09,Grace,Movie Theater,86.54,Entertainment
2025-03-07,Bob,Steam,12.99,Entertainment
2025-03-20,Grace,McDonalds,18.9,Food
2025-01-18,Ivan,Gas Station,32.86,Transport
2025-02-10,David,McDonalds,68.91,Food
2025-02-01,Judy,Grocery Store,79.72,Food
2025-01-19,Judy,Gym Membership,7.71,Health
2025-03-01,David,Newegg,1499.97,Electronics
2025-01-04,Judy,Gas Station,96.55,Transport
2025-02-19,Grace,Chipotle,31.4,Food
2025-03-22,Judy,Utility Bill,875.91,Housing
2025-01-02,Charlie,Chipotle,78.13,Food
2025-01-31,Eve,Chipotle,99.57,Food
2025-03-02,Grace,Starbucks,141.22,Food
2025-01-09,David,Train Ticket,37.33,Transport
2025-03-08,David,Doctor Visit,65.82,Health
2025-01-14,Ivan,Best Buy,210.83,Electronics
2025-02-15,Alice,Internet,1593.61,Housing
2025-01-01,Charlie,Utility Bill,2322.0,Housing
2025-02-22,Ivan,Internet,1683.78,Housing
2025-02-27,Charlie,Gym Membership,70.97,Health
2025-03-03,David,Best Buy,610.16,Electronics
2025-01-31,Charlie,Chipotle,85.1,Food
2025-02-22,Bob,Lyft,27.97,Transport
2025-03-25,Ivan,Utility Bill,1639.4,Housing
2025-03-05,Grace,Best Buy,935.66,Electronics
2025-03-25,Frank,Train Ticket,108.1,Transport
2025-02-19,Charlie,Utility Bill,2085.19,Housing
2025-01-29,Heidi,Utility Bill,746.96,Housing
2025-01-15,Grace,Concert Ticket,35.73,Entertainment
2025-03-04,Ivan,Newegg,948.47,Electronics
2025-01-08,Frank,Train Ticket,90.4,Transport
2025-01-04,Judy,Home Depot,1508.08,Housing
2025-01-08,David,Amazon - Headphones,523.52,Electronics
2025-01-26,Alice,Lyft,66.86,Transport
2025-02-24,Grace,Utility Bill,799.74,Housing
2025-03-16,Ivan,Doctor Visit,133.73,Health
2025-01-05,Grace,Doctor Visit,29.19,Health
2025-02-15,Eve,Netflix,113.92,Entertainment
2025-03-23,Charlie,Parking,34.46,Transport
2025-02-19,Grace,Train Ticket,53.52,Transport
2025-01-01,Heidi,Concert Ticket,36.98,Entertainment
2025-01-15,Charlie,Apple Store,1481.78,Electronics
2025-03-23,Judy,Monthly Rent,888.66,Housing
2025-03-16,Ivan,Starbucks,123.22,Food
2025-03-17,David,Starbucks,36.96,Food
2025-03-25,Eve,McDonalds,57.6,Food
2025-03-09,Ivan,Netflix,74.09,Entertainment
2025-02-03,Grace,Netflix,58.27,Entertainment
2025-01-28,David,Gas Station,146.59,Transport
2025-03-16,Charlie,Pharmacy,33.39,Health
2025-02-03,Judy,Uber,33.58,Transport
2025-02-16,Judy,Sweetgreen,60.74,Food
2025-03-19,Heidi,Best Buy,1244.58,Electronics
2025-03-03,Ivan,Home Depot,1485.19,Housing
2025-03-24,Alice,Uber,49.69,Transport
2025-01-20,Bob,Uber,72.48,Transport
2025-03-26,Charlie,Sweetgreen,17.83,Food
2025-03-14,Alice,Sweetgreen,46.01,Food
2025-02-14,Heidi,Spotify,147.1,Entertainment
2025-01-28,Frank,Doctor Visit,138.89,Health
2025-03-14,David,Home Depot,2309.25,Housing
2025-01-17,Eve,Doctor Visit,79.51,Health
2025-02-22,Grace,Starbucks,144.05,Food
2025-03-18,David,Uber,147.6,Transport
2025-01-14,Charlie,Grocery Store,52.63,Food
2025-02-17,Heidi,Gas Station,83.81,Transport
2025-02-08,Ivan,Apple Store,1394.19,Electronics
2025-01-22,Bob,Pharmacy,110.51,Health
2025-03-05,Ivan,Spotify,117.42,Entertainment
2025-01-03,Ivan,Home Depot,1481.96,Housing
2025-02-04,Charlie,Newegg,932.52,Electronics
2025-01-05,Eve,Steam,62.95,Entertainment
2025-02-23,Judy,Parking,72.24,Transport
2025-03-31,Judy,Monthly Rent,1082.96,Housing
2025-02-02,Eve,Uber,130.3,Transport
2025-01-11,Bob,Starbucks,23.38,Food
2025-03-15,Frank,Grocery Store,111.24,Food
2025-01-09,Judy,Whole Foods,16.39,Food
2025-02-07,Judy,Movie Theater,122.48,Entertainment
2025-01-22,Bob,Internet,1463.35,Housing
2025-02-22,Frank,McDonalds,45.17,Food
2025-02-05,Heidi,Uber,122.52,Transport
2025-03-02,Ivan,Pharmacy,76.2,Health
2025-03-04,Judy,Amazon - Headphones,915.26,Electronics
2025-03-14,Heidi,Monthly Rent,964.98,Housing
2025-02-23,Ivan,Newegg,1172.46,Electronics
2025-03-07,Bob,Monthly Rent,576.84,Housing
2025-02-20,Eve,Doctor Visit,16.46,Health
2025-02-15,Ivan,Parking,130.31,Transport
2025-01-09,Grace,Monthly Rent,2003.43,Housing
2025-01-12,Charlie,Utility Bill,1289.44,Housing
2025-03-18,Frank,Monthly Rent,762.34,Housing
2025-01-16,Frank,Movie Theater,17.32,Entertainment
2025-02-04,Charlie,Pharmacy,105.99,Health
2025-01-12,Eve,Grocery Store,78.78,Food
2025-03-24,Charlie,Spotify,71.49,Entertainment
2025-03-22,Ivan,Pharmacy,48.86,Health
2025-01-21,Ivan,Parking,128.85,Transport
2025-01-15,Frank,Amazon - Headphones,528.82,Electronics
2025-03-25,David,Best Buy,75.81,Electronics
2025-02-17,Eve,Netflix,32.38,Entertainment
2025-01-02,Eve,Doctor Visit,94.51,Health
2025-03-03,Judy,Parking,131.74,Transport
2025-01-17,Charlie,Parking,15.81,Transport
2025-01-24,David,Pharmacy,122.51,Health
2025-02-27,Judy,Home Depot,1379.25,Housing
2025-02-12,Judy,Starbucks,82.89,Food
2025-03-09,Alice,Best Buy,533.84,Electronics
2025-02-27,Ivan,Train Ticket,147.17,Transport
2025-02-27,Frank,Concert Ticket,20.27,Entertainment
2025-03-25,David,Whole Foods,125.68,Food
2025-03-24,Bob,Gym Membership,120.01,Health
2025-01-21,Alice,Monthly Rent,2355.4,Housing
2025-03-03,Bob,Monthly Rent,878.18,Housing
2025-03-14,Charlie,Best Buy,763.44,Electronics
2025-02-25,Ivan,Uber,70.54,Transport
2025-01-28,Charlie,Best Buy,1062.92,Electronics
2025-03-16,Charlie,Sweetgreen,138.02,Food
2025-01-22,Charlie,Spotify,83.99,Entertainment
2025-02-02,Grace,Newegg,1403.32,Electronics
2025-02-04,Ivan,Best Buy,1237.25,Electronics
2025-03-21,Ivan,Starbucks,57.0,Food
2025-03-05,Frank,Steam,15.82,Entertainment
2025-02-28,Heidi,Home Depot,1246.7,Housing
2025-01-08,Ivan,Parking,49.62,Transport
2025-01-31,Eve,Steam,13.05,Entertainment
2025-03-15,Judy,Doctor Visit,111.0,Health
2025-01-02,Ivan,Home Depot,528.02,Housing
2025-01-14,Heidi,Concert Ticket,118.24,Entertainment
2025-03-27,Bob,Home Depot,534.37,Housing
2025-02-13,Grace,Concert Ticket,110.66,Entertainment
2025-03-05,David,Gym Membership,40.68,Health
2025-01-11,Alice,Internet,598.2,Housing
2025-03-18,Grace,Newegg,1245.74,Electronics
2025-03-19,Judy,Doctor Visit,19.57,Health
2025-03-02,Heidi,Pharmacy,71.14,Health
2025-02-13,Ivan,Doctor Visit,42.57,Health
2025-02-19,Heidi,Movie Theater,61.21,Entertainment
2025-01-06,Charlie,Monthly Rent,758.21,Housing
2025-01-26,Charlie,Monthly Rent,1990.27,Housing
2025-02-25,Ivan,Parking,44.11,Transport
2025-03-11,Heidi,Netflix,53.48,Entertainment
2025-03-05,David,Parking,119.7,Transport
2025-02-26,Judy,Starbucks,46.15,Food
2025-02-20,Charlie,Starbucks,140.89,Food
2025-01-13,Bob,Train Ticket,73.3,Transport
2025-02-18,Grace,Chipotle,91.64,Food
2025-02-26,Charlie,Apple Store,1140.54,Electronics
2025-01-07,Charlie,Home Depot,1398.58,Housing
